DISTRICT	DISTRICTNAME	CAMPUS	CAMPUSNAME	REGION	COUNTY	COUNTYNAME	TYPE	GRADES	RATING	HOURS11	HOURS12	HOURS13	ITEMS1	ITEMS2	ITEMS3
57910	GRAND PRAIRIE ISD	57910009	CROSSWINDS H S	10	57	DALLAS	S	09 - 12	1	15.9996	2	5.9999	61159	79878	53222
57910	GRAND PRAIRIE ISD	57910010	JOHN DUBISKI CAREER H S	10	57	DALLAS	S	09 - 11	R	58.9234	6.0476	20.8546	62911	81659	50644
57910	GRAND PRAIRIE ISD	57910041	ADAMS MIDDLE	10	57	DALLAS	M	06 - 08	A	53.9296	4.0834	19.0231	53329	70267	50231
57910	GRAND PRAIRIE ISD	57910045	JACKSON MIDDLE	10	57	DALLAS	M	05 - 08	A	57.5338	8.7548	16.6484	57146	74171	51361
57910	GRAND PRAIRIE ISD	57910047	HARRY S TRUMAN MIDDLE	10	57	DALLAS	M	06 - 08	R	40.1399	5.3955	13.8151	56555	68508	51786
57910	GRAND PRAIRIE ISD	57910048	KENNEDY MIDDLE	10	57	DALLAS	M	06 - 08	L	54.0922	6.2178	16.1597	57846	64490	51412
57910	GRAND PRAIRIE ISD	57910049	BILL ARNOLD MIDDLE	10	57	DALLAS	M	06 - 09	L	61.6374	7.6403	18.5042	55441	67979	49931
57910	GRAND PRAIRIE ISD	57910050	RONALD REAGAN MIDDLE	10	57	DALLAS	M	06 - 08	E	43.1733	5.0476	23.2285	59110	69144	49566
57910	GRAND PRAIRIE ISD	57910051	FANNIN MIDDLE	10	57	DALLAS	M	06 - 08	A	44.0231	4.2024	19.874	52484	76745	49651
57910	GRAND PRAIRIE ISD	57910101	AUSTIN EL	10	57	DALLAS	E	PK - 05	E	35.9997	5	15.9996	51777	60948	49503
57910	GRAND PRAIRIE ISD	57910102	BOWIE EL	10	57	DALLAS	E	PK - 04	R	30.9328	7.893	10.5007	53536	68279	50577
57910	GRAND PRAIRIE ISD	57910104	DANIELS EL	10	57	DALLAS	E	EE - 05	R	36.0002	8	14.0002	55379	65371	49758
57910	GRAND PRAIRIE ISD	57910106	FLORENCE HILL EL	10	57	DALLAS	E	KG - 05	E	31.0017	9.4285	8.0004	54088	61799	50896
57910	GRAND PRAIRIE ISD	57910109	MILAM EL	10	57	DALLAS	E	PK - 05	A	35.0037	8	15.0009	54271	64787	48839
57910	GRAND PRAIRIE ISD	57910113	EISENHOWER EL	10	57	DALLAS	E	PK - 05	R	46.6549	6.3333	21.0017	52866	72907	50063
57910	GRAND PRAIRIE ISD	57910116	JOHNSON EL	10	57	DALLAS	E	EE - 05	A	33.5002	4.8571	10.0006	58807	65470	51485
57910	GRAND PRAIRIE ISD	57910118	SAM RAYBURN EL	10	57	DALLAS	E	KG - 04	R	38.0033	4	16.0011	53595	65479	49785
57910	GRAND PRAIRIE ISD	57910119	ZAVALA EL	10	57	DALLAS	E	PK - 05	R	31.1685	6	14.5007	57673	67872	51067
57910	GRAND PRAIRIE ISD	57910120	DICKINSON EL	10	57	DALLAS	E	EE - 05	R	28.9997	5.3333	10.0003	58455	61128	53073
57910	GRAND PRAIRIE ISD	57910121	JOHN GARNER EL	10	57	DALLAS	E	KG - 05	E	27.6276	6.3333	3.0001	57305	68439	50430
57910	GRAND PRAIRIE ISD	57910122	BARBARA BUSH EL	10	57	DALLAS	E	PK - 05	R	34.9932	6.5	17.0018	53125	69606	49234
57910	GRAND PRAIRIE ISD	57910123	COLIN POWELL EL	10	57	DALLAS	E	KG - 05	E	28.9992	5.8333	6.0002	53603	68825	51040
57910	GRAND PRAIRIE ISD	57910124	HECTOR P GARCIA EL	10	57	DALLAS	E	EE - 04	R	35.9995	7	8.9999	51287	62901	49993
57910	GRAND PRAIRIE ISD	57910125	SALLYE MOORE EL	10	57	DALLAS	E	PK - 05	R	38.0022	9	14.0007	53771	72992	50734
57910	GRAND PRAIRIE ISD	57910126	ERVIN C WHITT EL	10	57	DALLAS	E	EE - 05	R	37.0035	8	17.0011	55404	61073	49696
57910	GRAND PRAIRIE ISD	57910127	TRAVIS EL	10	57	DALLAS	E	PK - 06	R	35.1468	9	14.0012	55152	64189	49994
57910	GRAND PRAIRIE ISD	57910128	JUAN SEGUIN EL	10	57	DALLAS	E	KG - 05	R	36.7231	9	19.0013	53002	66056	49860
57910	GRAND PRAIRIE ISD	57910129	THURGOOD MARSHALL EL	10	57	DALLAS	E	EE - 05	E	32.0005	6.9679	15.0004	52739	63961	50610
57910	GRAND PRAIRIE ISD	57910130	MIKE MOSELEY EL	10	57	DALLAS	E	PK - 05	E	34.0007	7	13.9999	54023	64383	49516
57910	GRAND PRAIRIE ISD	57910131	HOBBS WILLIAMS EL	10	57	DALLAS	E	KG - 04	A	39.7953	9	19.0009	55105	65274	50255
57910	GRAND PRAIRIE ISD	57910132	LEE EL	10	57	DALLAS	E	KG - 05	A	48.2788	13.3333	20.0006	52290	64128	50025
57910	GRAND PRAIRIE ISD	57910133	CROCKETT 5TH GRADE CENTER	10	57	DALLAS	E	05 - 05	R	34.8114	8	14.0014	55110	65498	48235
57910	GRAND PRAIRIE ISD	57910134	BONHAM EC	10	57	DALLAS	E	EE - PK	X	11	16	5	52893	91454	50529
57911	HIGHLAND PARK ISD	57911001	HIGHLAND PARK HIGH SCHOOL	10	57	DALLAS	S	09 - 12	E	141.1997	14.5802	26.8428	67559	108219	57335
57911	HIGHLAND PARK ISD	57911041	HIGHLAND PARK MIDDLE SCHOOL	10	57	DALLAS	M	07 - 08	E	68.1859	6.6788	12.9405	62550	73354	55923
57911	HIGHLAND PARK ISD	57911101	ARMSTRONG ELEMENTARY	10	57	DALLAS	E	KG - 04	E	36.3468	3.974	11	64083	116574	56300
57911	HIGHLAND PARK ISD	57911102	BRADFIELD ELEMENTARY	10	57	DALLAS	E	EE - 04	E	40.5132	4.9298	8.9989	58096	116820	55094
57911	HIGHLAND PARK ISD	57911103	HYER ELEMENTARY	10	57	DALLAS	E	KG - 04	E	40.6748	4.2881	12	59001	68398	53158
57911	HIGHLAND PARK ISD	57911104	UNIVERSITY PARK ELEMENTARY	10	57	DALLAS	E	KG - 04	E	40.7036	3.3619	5	62003	106310	54588
57911	HIGHLAND PARK ISD	57911105	MCCULLOCH INTERMEDIATE SCHOOL	10	57	DALLAS	M	05 - 06	E	59.6361	4.0704	13.4626	58553	89106	55507
57912	IRVING ISD	57912002	IRVING H S	10	57	DALLAS	S	09 - 12	A	169.1812	5	61.9496	58185	122188	55514
57912	IRVING ISD	57912003	MACARTHUR H S	10	57	DALLAS	S	09 - 12	A	165.9381	16.5	72.0621	61808	90207	53104
57912	IRVING ISD	57912004	NIMITZ H S	10	57	DALLAS	S	09 - 12	A	167.4565	13.5	69.2062	56116	91736	54453
57912	IRVING ISD	57912005	BARBARA CARDWELL CAREER PREPARATOR	10	57	DALLAS	S	08 - 12	1	40.3888	4	13.7907	63491	89617	52891
57912	IRVING ISD	57912006	JACK E SINGLEY ACADEMY	10	57	DALLAS	S	09 - 12	A	113.6311	7	45.0046	60799	95663	53556
57912	IRVING ISD	57912007	DALLAS CO SCHOOL FOR ACCELERATED L	10	57	DALLAS	S	07 - 12	X	.	.	.	.	.	.
57912	IRVING ISD	57912020	WHEELER TRANSITIONAL AND DEVELOPME	10	57	DALLAS	B	06 - 12	A	4.9994	1	2.9983	58146	100877	51188
57912	IRVING ISD	57912041	BOWIE MIDDLE	10	57	DALLAS	M	06 - 08	A	73.0082	4.75	26.0039	64318	76442	53781
57912	IRVING ISD	57912042	CROCKETT MIDDLE	10	57	DALLAS	M	06 - 08	A	69.0017	5	34.4998	58403	76666	52402
57912	IRVING ISD	57912043	TRAVIS MIDDLE	10	57	DALLAS	M	06 - 08	A	72.0044	4.75	31.0017	55259	82397	52699
57912	IRVING ISD	57912044	LAMAR MIDDLE	10	57	DALLAS	M	06 - 08	R	87.5043	9.75	37.0009	56847	80770	52544
57912	IRVING ISD	57912045	AUSTIN MIDDLE	10	57	DALLAS	M	06 - 08	A	71.0079	4.75	33.0038	58591	78909	52679
57912	IRVING ISD	57912046	HOUSTON MIDDLE	10	57	DALLAS	M	06 - 08	R	73.1231	7.75	34.0021	52447	78674	50815
57912	IRVING ISD	57912048	LORENZO DE ZAVALA MIDDLE	10	57	DALLAS	M	06 - 08	R	72.0045	3	33.0011	59745	80666	52820
57912	IRVING ISD	57912101	BARTON EL	10	57	DALLAS	E	KG - 05	R	58.0031	6	22.0028	63821	79294	51826
57912	IRVING ISD	57912102	BROWN EL	10	57	DALLAS	E	KG - 05	A	64.039	5	32.0384	56780	80380	52366
57912	IRVING ISD	57912103	BRITAIN EL	10	57	DALLAS	E	EE - 05	A	62.0079	5.75	29.002	58051	81388	53440
57912	IRVING ISD	57912104	WHEELER TRANSITIONAL AND DEVELOPME	10	57	DALLAS	E	03 - 05	A	9.0025	0	4.0029	.	76939	50583
57912	IRVING ISD	57912105	GOOD EL	10	57	DALLAS	E	KG - 05	R	61.0008	5.75	29.0045	54971	77009	52180
57912	IRVING ISD	57912106	HALEY J EL	10	57	DALLAS	E	KG - 05	E	56.608	5	18.6019	56669	78787	52596
57912	IRVING ISD	57912107	HALEY T EL	10	57	DALLAS	E	KG - 05	R	54.0047	5.75	21.0007	54848	77235	53284
57912	IRVING ISD	57912108	JOHNSTON EL	10	57	DALLAS	E	KG - 05	A	51.0058	4	22.0023	56746	78106	52828
57912	IRVING ISD	57912109	KEYES EL	10	57	DALLAS	E	KG - 05	R	60.0036	6	30.0003	56597	79173	50945
57912	IRVING ISD	57912111	LEE EL	10	57	DALLAS	E	KG - 05	A	57.005	5	21.0028	55402	77308	53724
57912	IRVING ISD	57912112	LIVELY EL	10	57	DALLAS	E	KG - 05	A	65.5142	5	27.5049	61888	82699	52114
57912	IRVING ISD	57912113	FARINE EL	10	57	DALLAS	E	KG - 05	R	53.9977	5	24.9978	61688	77618	50403
57912	IRVING ISD	57912114	SCHULZE EL	10	57	DALLAS	E	KG - 05	R	50.0053	5.75	24.0036	54248	77676	52712
57912	IRVING ISD	57912116	BRANDENBURG EL	10	57	DALLAS	E	KG - 05	A	56.007	5	31.007	63057	78306	50937
57912	IRVING ISD	57912118	ELLIOTT EL	10	57	DALLAS	E	KG - 05	R	53.9785	5	22.9747	57407	76314	51178
57912	IRVING ISD	57912119	HANES EL	10	57	DALLAS	E	KG - 05	R	46.9995	5.5	14.0003	51558	79119	51466
57912	IRVING ISD	57912120	TOWNLEY EL	10	57	DALLAS	E	KG - 05	A	61.0088	5	21.0025	62600	77306	52034
57912	IRVING ISD	57912121	DAVIS EL	10	57	DALLAS	E	KG - 05	A	64.005	5	22.0023	61444	80616	52880
57912	IRVING ISD	57912122	GILBERT F M EL	10	57	DALLAS	E	KG - 05	A	57.5054	6	16.0014	60362	77855	53856
57912	IRVING ISD	57912123	JACKIE MAE TOWNSELL EL	10	57	DALLAS	E	KG - 05	A	59.0085	5	27.0044	59742	81976	51794
57912	IRVING ISD	57912124	JOHN W AND MARGIE STIPES EL	10	57	DALLAS	E	KG - 05	R	50.0048	8	20.0014	57119	77402	52233
57912	IRVING ISD	57912161	CLIFTON EARLY CHILDHOOD	10	57	DALLAS	E	EE - PK	X	21	3	7	59277	73435	52832
57912	IRVING ISD	57912162	PIERCE EARLY CHILDHOOD	10	57	DALLAS	E	EE - PK	X	22	3	13	55532	77799	49439
57912	IRVING ISD	57912163	KINKEADE EARLY CHILDHOOD	10	57	DALLAS	E	EE - PK	X	23	4.5	10	52603	78575	54303
57913	LANCASTER ISD	57913001	LANCASTER H S	10	57	DALLAS	S	09 - 12	A	101.4832	10	35.444	59442	78508	51522
57913	LANCASTER ISD	57913041	LANCASTER MIDDLE	10	57	DALLAS	M	06 - 08	A	72.398	10.262	38.5608	56705	74746	49373
57913	LANCASTER ISD	57913101	PLEASANT RUN EL	10	57	DALLAS	E	PK - 05	R	21.0008	2	6.0006	60101	83385	49888
57913	LANCASTER ISD	57913102	HOUSTON EL	10	57	DALLAS	E	PK - 05	R	38.7264	4.5	19.8834	56643	60723	50472
57913	LANCASTER ISD	57913103	WEST MAIN EL	10	57	DALLAS	E	PK - 05	R	20.0006	5	5	56022	77500	52994
57913	LANCASTER ISD	57913106	ROSA PARKS/MILLBROOK EL	10	57	DALLAS	E	EE - 05	R	27.0035	5.2857	9.0003	53744	101853	50019
57913	LANCASTER ISD	57913107	ROLLING HILLS EL	10	57	DALLAS	E	EE - 05	R	31.8914	5	10.887	54122	69347	49280
57913	LANCASTER ISD	57913109	BELT LINE EL	10	57	DALLAS	E	PK - 05	A	32.0002	6	9.0002	54956	73624	48980
57913	LANCASTER ISD	57913110	LANCASTER EL	10	57	DALLAS	E	PK - 05	R	28.7146	5	18.9997	54220	70336	48110
57913	LANCASTER ISD	57913111	L ISD J J A E P	10	57	DALLAS	S	09 - 09	X	.	.	.	.	.	.
57914	MESQUITE ISD	57914001	MESQUITE H S	10	57	DALLAS	S	09 - 12	A	158.0738	17.368	51.3707	57485	73186	53357
57914	MESQUITE ISD	57914002	NORTH MESQUITE H S	10	57	DALLAS	S	09 - 12	A	162.3895	12.6993	58.8022	57585	77692	52665
57914	MESQUITE ISD	57914003	WEST MESQUITE H S	10	57	DALLAS	S	09 - 12	A	119.2136	10.4525	51.8786	59797	77548	51515
57914	MESQUITE ISD	57914004	POTEET H S	10	57	DALLAS	S	09 - 12	R	105.7152	9.343	29.1738	60778	78619	53001
57914	MESQUITE ISD	57914005	HORN H S	10	57	DALLAS	S	09 - 12	A	136.2563	9.8389	46.3293	62429	76549	50856
57914	MESQUITE ISD	57914007	P A S S LEARNING CTR	10	57	DALLAS	B	05 - 12	X	.	.	.	.	.	.
57914	MESQUITE ISD	57914041	AGNEW MIDDLE	10	57	DALLAS	M	07 - 08	R	51.256	6.3421	22.6399	60340	71347	50387
57914	MESQUITE ISD	57914042	VANSTON MIDDLE	10	57	DALLAS	M	07 - 08	A	49.7656	7.3829	20.7205	58274	66678	50478
57914	MESQUITE ISD	57914043	WILKINSON MIDDLE	10	57	DALLAS	M	06 - 08	A	61.7734	6.4309	35.8121	58890	72770	49533
57914	MESQUITE ISD	57914044	MCDONALD MIDDLE	10	57	DALLAS	M	07 - 08	A	60.6904	7.1636	23.6312	57089	68780	50329
57914	MESQUITE ISD	57914045	NEW MIDDLE	10	57	DALLAS	M	06 - 08	R	71.0109	7.7714	40.0019	55099	68698	49363
57914	MESQUITE ISD	57914046	KIMBROUGH MIDDLE	10	57	DALLAS	M	07 - 08	A	49.9335	6.7714	19.3583	57377	79023	50101
57914	MESQUITE ISD	57914047	BERRY MIDDLE	10	57	DALLAS	M	06 - 08	A	51.3358	6	17.8866	59719	84337	51090
57914	MESQUITE ISD	57914048	TERRY MIDDLE	10	57	DALLAS	M	06 - 08	R	52.3682	6.2269	17.7563	59887	71356	49933
57914	MESQUITE ISD	57914101	BLACK EL	10	57	DALLAS	E	KG - 06	R	37.9259	7	16.8553	55593	63711	48716
57914	MESQUITE ISD	57914102	FLORENCE EL	10	57	DALLAS	E	EE - 06	E	33.0396	5.7867	15.0013	55807	70376	52001
57914	MESQUITE ISD	57914103	GALLOWAY EL	10	57	DALLAS	E	EE - 06	R	42.9901	5	13.6144	52352	70376	49761
57914	MESQUITE ISD	57914104	HANBY EL	10	57	DALLAS	E	EE - 05	E	51.6323	6	18.0013	51408	69402	51316
57914	MESQUITE ISD	57914105	HODGES EL	10	57	DALLAS	E	EE - 06	R	50.9179	6.4	24.58	52402	80116	49664
57914	MESQUITE ISD	57914106	MCWHORTER EL	10	57	DALLAS	E	EE - 06	E	48.9886	5	22.9874	56463	84734	49496
57914	MESQUITE ISD	57914107	MOTLEY EL	10	57	DALLAS	E	KG - 06	E	29.0058	4.5691	13.7408	51812	66783	50191
57914	MESQUITE ISD	57914108	RANGE EL	10	57	DALLAS	E	KG - 06	E	35.7087	4.6927	16.5484	53432	70375	50691
57914	MESQUITE ISD	57914109	RUGEL EL	10	57	DALLAS	E	KG - 06	A	33.1927	3.6	10.4619	52163	70521	52511
57914	MESQUITE ISD	57914110	RUTHERFORD EL	10	57	DALLAS	E	KG - 05	R	29.4111	3.5	5.0004	55267	62762	53221
57914	MESQUITE ISD	57914111	SHANDS EL	10	57	DALLAS	E	KG - 06	R	50.5246	6	18.0013	57578	65894	49850
57914	MESQUITE ISD	57914112	TISINGER EL	10	57	DALLAS	E	EE - 05	R	50.589	6	21.0294	56986	72992	49946
57914	MESQUITE ISD	57914113	TOSCH EL	10	57	DALLAS	E	KG - 06	R	45.2302	6	25.2291	51624	70147	48702
57914	MESQUITE ISD	57914114	SEABOURN EL	10	57	DALLAS	E	EE - 06	R	39.4858	5	14.5315	52675	64111	51096
57914	MESQUITE ISD	57914115	LAWRENCE EL	10	57	DALLAS	E	EE - 06	E	31.2608	6.8615	13.0487	56069	64141	50001
57914	MESQUITE ISD	57914116	FLOYD EL	10	57	DALLAS	E	EE - 05	E	40.9665	4.9145	19.4648	54576	65907	49660
57914	MESQUITE ISD	57914117	PORTER EL	10	57	DALLAS	E	EE - 06	R	31.3877	3.5	14.3868	54051	69294	51262
57914	MESQUITE ISD	57914118	MCKENZIE EL	10	57	DALLAS	E	KG - 06	R	32.4851	4.6	15.4271	51507	71431	49364
57914	MESQUITE ISD	57914119	BEASLEY EL	10	57	DALLAS	E	EE - 06	R	29.1655	4	12.4194	54840	69867	52717
57914	MESQUITE ISD	57914120	PRICE EL	10	57	DALLAS	E	KG - 06	A	32.9402	6	10.5006	55441	64111	50239
57914	MESQUITE ISD	57914121	SHAW EL	10	57	DALLAS	E	KG - 06	A	44.1649	4	22.5009	55759	64053	50110
57914	MESQUITE ISD	57914122	KIMBALL EL	10	57	DALLAS	E	KG - 06	E	23.3006	4.0579	10.0776	52898	84963	51008
57914	MESQUITE ISD	57914123	PIRRUNG EL	10	57	DALLAS	E	EE - 05	E	30.3211	4.8364	11.0007	53841	64913	49923
57914	MESQUITE ISD	57914124	CANNADAY EL	10	57	DALLAS	E	EE - 06	A	39.8436	5	17.2221	54370	64790	49508
57914	MESQUITE ISD	57914125	AUSTIN EL	10	57	DALLAS	E	KG - 06	R	27.6093	4.8356	10.0987	54178	72868	51021
57914	MESQUITE ISD	57914126	MOSS EL	10	57	DALLAS	E	KG - 06	R	31.9636	3	7.5322	61240	64124	51659
57914	MESQUITE ISD	57914127	THOMPSON EL	10	57	DALLAS	E	KG - 05	A	38.5837	5	8.5811	55295	63552	50471
57914	MESQUITE ISD	57914128	GRAY EL	10	57	DALLAS	E	PK - 06	R	48.5154	5.5	20.4437	51776	74703	49096
57914	MESQUITE ISD	57914129	SMITH EL	10	57	DALLAS	E	KG - 05	R	30.2013	3	17.4115	62556	79252	49554
57914	MESQUITE ISD	57914130	GENTRY EL	10	57	DALLAS	E	PK - 06	E	43.7871	5	18.0012	54240	66738	50024
57914	MESQUITE ISD	57914131	MACKEY EL	10	57	DALLAS	E	KG - 05	E	53.6106	6	22.0407	51028	71431	48656
57914	MESQUITE ISD	57914132	ACHZIGER EL	10	57	DALLAS	E	EE - 05	R	42.7932	7	29.5756	52373	72220	47807
57914	MESQUITE ISD	57914656	MESQUITE ACADEMY	10	57	DALLAS	S	09 - 12	1	34.6844	4.3155	6.5	62097	78905	54185
57916	RICHARDSON ISD	57916002	LAKE HIGHLANDS H S	10	57	DALLAS	S	09 - 12	A	113.6624	17.362	32.6796	55525	76984	50866
57916	RICHARDSON ISD	57916003	RICHARDSON H S	10	57	DALLAS	S	09 - 12	R	170.3128	19.3072	76.2768	56972	78597	49276
57916	RICHARDSON ISD	57916004	PEARCE H S	10	57	DALLAS	S	09 - 12	R	126.2527	15.745	39.144	58830	80900	50648
57916	RICHARDSON ISD	57916005	BERKNER H S	10	57	DALLAS	S	09 - 12	R	183.3916	20.4292	64.4439	56168	78618	50054
57916	RICHARDSON ISD	57916006	CHRISTA MCAULIFFE LEARNING CENTER	10	57	DALLAS	B	03 - 12	X	21.3307	3.2754	11.3299	49623	95680	48941
57916	RICHARDSON ISD	57916008	P A S S LEARNING CTR	10	57	DALLAS	S	08 - 11	X	.	.	.	.	.	.
57916	RICHARDSON ISD	57916042	LAKE HIGHLANDS J H	10	57	DALLAS	M	07 - 08	R	45.9309	9.4929	22.7245	50825	70922	47822
57916	RICHARDSON ISD	57916044	RICHARDSON WEST J H	10	57	DALLAS	M	07 - 08	R	50.6453	10.5104	25.0947	52845	72558	48605
57916	RICHARDSON ISD	57916045	RICHARDSON NORTH J H	10	57	DALLAS	M	07 - 08	R	37.238	5.2016	12.252	58468	71013	49411
57916	RICHARDSON ISD	57916047	FOREST MEADOW J H	10	57	DALLAS	M	07 - 08	A	49.187	11.9567	31.0008	51354	80927	47646
57916	RICHARDSON ISD	57916048	WESTWOOD J H	10	57	DALLAS	M	07 - 08	R	45.0693	10.2147	18.5143	51104	73950	49417
57916	RICHARDSON ISD	57916049	LIBERTY J H	10	57	DALLAS	M	07 - 08	A	47.614	11.894	20.9796	53475	77997	49730
57916	RICHARDSON ISD	57916050	APOLLO J H	10	57	DALLAS	M	07 - 08	R	49.7813	6.9356	24.7089	58365	83454	48296
57916	RICHARDSON ISD	57916051	PARKHILL J H	10	57	DALLAS	M	07 - 08	R	41.4103	4.606	12.878	56246	76065	50149
57916	RICHARDSON ISD	57916052	LAKE HIGHLANDS FRESHMAN CENTER	10	57	DALLAS	S	09 - 09	A	42.5262	7.0313	19.1767	54147	82300	48644
57916	RICHARDSON ISD	57916101	ARAPAHO CLASSICAL MAGNET	10	57	DALLAS	E	KG - 06	R	38.7524	5.5984	14.6357	51425	75461	49831
57916	RICHARDSON ISD	57916102	CANYON CREEK EL	10	57	DALLAS	E	EE - 06	E	20.4227	3.8747	3.9998	54069	86145	51300
57916	RICHARDSON ISD	57916103	DOVER EL	10	57	DALLAS	E	PK - 06	E	35.8732	8.3547	22.2183	50171	68225	47424
57916	RICHARDSON ISD	57916104	GREENWOOD HILLS EL	10	57	DALLAS	E	KG - 06	E	29.686	6.1365	13.2625	57212	81881	48466
57916	RICHARDSON ISD	57916105	HAMILTON PARK PACESETTER MAGNET	10	57	DALLAS	E	PK - 06	R	53.8212	9.0435	13.3561	54638	77762	49791
57916	RICHARDSON ISD	57916106	O HENRY EL	10	57	DALLAS	E	EE - 06	R	31.2589	6.4504	15.089	55394	80395	47878
57916	RICHARDSON ISD	57916107	LAKE HIGHLANDS EL	10	57	DALLAS	E	EE - 06	R	40.3774	6.4744	13.4993	51379	73906	49868
57916	RICHARDSON ISD	57916108	MOHAWK EL	10	57	DALLAS	E	KG - 06	E	23.2022	4.6734	5.9991	52435	90167	51362
57916	RICHARDSON ISD	57916109	NORTHRICH EL	10	57	DALLAS	E	EE - 06	R	30.8168	7.0188	15.5324	51239	77713	49316
57916	RICHARDSON ISD	57916110	NORTHWOOD HILLS EL	10	57	DALLAS	E	KG - 06	E	30.6928	6.0995	12.4166	51210	90167	48993
57916	RICHARDSON ISD	57916111	RICHARDSON HEIGHTS EL	10	57	DALLAS	E	PK - 06	R	32.5881	5.933	11.9223	52741	80473	48953
57916	RICHARDSON ISD	57916112	RICHARDSON TERRACE EL	10	57	DALLAS	E	EE - 06	E	37.1846	6.3911	9.4724	53795	71094	49744
57916	RICHARDSON ISD	57916113	SPRING VALLEY EL	10	57	DALLAS	E	PK - 06	R	30.4233	7.9507	15.6202	50074	81881	48676
57916	RICHARDSON ISD	57916114	STULTS ROAD EL	10	57	DALLAS	E	EE - 06	E	34.8461	6.937	17.2512	50381	74912	48902
57916	RICHARDSON ISD	57916115	MARK TWAIN EL	10	57	DALLAS	E	PK - 06	E	32.9373	6.3663	10.8169	50948	88979	48929
57916	RICHARDSON ISD	57916116	WALLACE EL	10	57	DALLAS	E	KG - 06	R	37.653	7.3751	12.842	51625	68368	47895
57916	RICHARDSON ISD	57916117	WHITE ROCK EL	10	57	DALLAS	E	EE - 06	E	38.193	6.1542	11.2956	52110	71259	48996
57916	RICHARDSON ISD	57916118	SPRING CREEK EL	10	57	DALLAS	E	EE - 06	R	22.62	5.6466	6.5226	51536	84133	49454
57916	RICHARDSON ISD	57916119	DOBIE PRI	10	57	DALLAS	E	EE - KG	X	31.4303	7.3369	5.4094	55002	76876	50590
57916	RICHARDSON ISD	57916120	FORESTRIDGE EL	10	57	DALLAS	E	PK - 06	R	42.7329	8.245	15.2878	52523	77718	48816
57916	RICHARDSON ISD	57916121	NORTHLAKE EL	10	57	DALLAS	E	PK - 06	R	36.6819	8.9851	18.0746	52968	74911	48202
57916	RICHARDSON ISD	57916122	BOWIE EL	10	57	DALLAS	E	KG - 06	E	38.8542	4.6068	9.5236	53097	83838	49993
57916	RICHARDSON ISD	57916123	PRAIRIE CREEK EL	10	57	DALLAS	E	KG - 06	E	18.1536	2.8371	3.0002	53014	90167	53871
57916	RICHARDSON ISD	57916124	SPRINGRIDGE EL	10	57	DALLAS	E	KG - 06	E	29.7827	5.8685	12.4629	51916	84133	48444
57916	RICHARDSON ISD	57916125	PRESTONWOOD EL	10	57	DALLAS	E	KG - 06	E	23.347	6.2331	10	53274	84133	49837
57916	RICHARDSON ISD	57916126	SKYVIEW EL	10	57	DALLAS	E	PK - 06	E	46.0843	7.7636	19.9147	49989	75099	48454
57916	RICHARDSON ISD	57916127	DARTMOUTH EL	10	57	DALLAS	E	KG - 06	E	19.3089	6.7024	7.1634	55529	90167	48905
57916	RICHARDSON ISD	57916128	BRENTFIELD EL	10	57	DALLAS	E	KG - 06	E	35.8333	5.7683	8.2788	52610	77205	50846
57916	RICHARDSON ISD	57916129	JESS HARBEN EL	10	57	DALLAS	E	EE - 06	R	23.4103	4.8513	7.49	53736	96099	50215
57916	RICHARDSON ISD	57916130	RICHLAND EL	10	57	DALLAS	E	PK - 06	E	37.0644	6.9015	18.5785	51158	73906	48276
57916	RICHARDSON ISD	57916131	YALE EL	10	57	DALLAS	E	KG - 06	E	31.9801	5.8934	6.4361	54555	87754	50466
57916	RICHARDSON ISD	57916132	MOSS HAVEN EL	10	57	DALLAS	E	KG - 06	R	29.9991	5.952	10.9999	56633	90167	48816
57916	RICHARDSON ISD	57916133	BIG SPRINGS EL	10	57	DALLAS	E	KG - 06	E	32.0839	5.6353	11.1814	52312	80134	51021
57916	RICHARDSON ISD	57916134	MERRIMAN PARK EL	10	57	DALLAS	E	KG - 06	R	29.89	6.1423	16.6204	50302	79994	47923
57916	RICHARDSON ISD	57916135	AIKIN EL	10	57	DALLAS	E	PK - 06	R	37.6938	7.8929	22.8781	54156	70422	49125
57916	RICHARDSON ISD	57916137	RISD ACAD	10	57	DALLAS	E	PK - 06	R	49.7655	7.6894	19.0565	50888	78896	48371
57916	RICHARDSON ISD	57916142	MATH/SCIENCE/TECH MAGNET	10	57	DALLAS	E	KG - 06	E	43.2611	8.261	15.8683	51856	70768	49137
57916	RICHARDSON ISD	57916143	FOREST LANE ACADEMY	10	57	DALLAS	E	PK - 06	A	42.6779	7.1511	25.7406	49293	63354	48114
57916	RICHARDSON ISD	57916144	AUDELIA CREEK EL	10	57	DALLAS	E	EE - 06	R	42.6303	11.9842	17.9576	49448	76602	49015
57916	RICHARDSON ISD	57916145	CAROLYN G BUKHAIR EL	10	57	DALLAS	E	01 - 06	R	46.0543	12.5627	22.0947	51410	68324	48890
57916	RICHARDSON ISD	57916146	THURGOOD MARSHALL EL	10	57	DALLAS	E	PK - 06	R	43.9321	13.7298	29.2483	48905	74691	47347
57919	SUNNYVALE ISD	57919001	SUNNYVALE H S	10	57	DALLAS	S	09 - 12	E	27.69	4.6048	4.5994	54943	72603	52100
57919	SUNNYVALE ISD	57919041	SUNNYVALE MIDDLE	10	57	DALLAS	M	05 - 08	E	25.3281	4.1715	4.1142	51371	72000	51934
